pid,text_cluster_label,text_cl_mean_pop_train,text_cl_median_pop_train,text_cl_std_pop_train,text_cl_valid_pop_count_train,text_cl_total_items_train,visual_cluster_label,vis_cl_mean_pop_train,vis_cl_median_pop_train,vis_cl_std_pop_train,vis_cl_valid_pop_count_train,vis_cl_total_items_train,user_cluster_label,user_cl_mean_pop_train,user_cl_median_pop_train,user_cl_std_pop_train,user_cl_valid_pop_count_train,user_cl_total_items_train,audio_cluster_label,audio_cl_mean_pop_train,audio_cl_median_pop_train,audio_cl_std_pop_train,audio_cl_valid_pop_count_train,audio_cl_total_items_train
POST00004209,83,8.3258,8.8650,2.3678,38,38,15,9.5962,9.8000,2.2034,16,16,173,7.0037,7.2500,3.2126,551,551,153,6.1259,5.8300,2.4435,17,17
POST00005680,229,9.9477,10.5900,2.4366,30,30,198,10.1492,10.6350,2.7999,12,12,292,8.1544,8.0950,2.6865,126,126,134,8.6836,8.9000,2.3289,14,14
POST00004612,38,7.5241,7.8400,2.1747,17,17,142,7.6138,7.6200,2.0700,8,8,135,6.7740,6.9300,2.4607,117,117,109,8.5409,8.3300,2.9388,11,11
POST00004115,172,6.9933,7.3600,2.2578,12,12,115,7.0516,6.6200,3.5399,25,25,80,7.7191,7.9000,2.7339,92,92,168,9.0394,9.8600,2.6633,17,17
POST00005201,120,8.9824,9.6600,2.4669,33,33,158,9.4550,9.8250,2.2902,8,8,175,8.0062,8.3400,2.9708,73,73,126,8.7757,9.2300,2.8002,23,23
POST00004760,298,8.8500,8.6550,2.1608,24,24,23,9.8413,10.1400,1.3929,16,16,252,8.7382,9.0900,2.5365,28,28,194,8.6586,9.2950,3.3467,14,14
POST00004894,249,8.9500,8.9800,3.3426,8,8,150,8.9213,9.7100,2.6593,15,15,225,8.4307,8.6250,2.1040,28,28,37,8.3861,8.9900,2.5505,36,36
POST00004580,84,8.6000,9.1200,2.9268,20,20,259,8.6889,9.7800,2.8736,19,19,155,10.0731,10.2800,1.9949,49,49,191,8.5394,8.9000,3.1352,35,35
POST00005960,7,9.0085,9.9400,2.5601,13,13,94,8.6332,9.5100,2.4938,25,25,245,7.2367,6.9200,2.7513,18,18,165,7.2382,7.2000,3.1598,22,22
POST00005070,142,8.8143,8.9050,2.6238,28,28,228,8.1888,8.3250,2.0020,32,32,7,6.9813,6.6600,2.6346,15,15,66,9.2224,9.0850,2.1508,38,38
POST00005573,29,8.9505,9.5800,2.9637,20,20,72,10.3853,10.8700,1.6532,15,15,69,8.9951,9.5900,2.6396,59,59,278,8.4512,8.6300,2.7432,17,17
POST00004317,6,8.5400,8.5400,0.0000,1,1,165,10.9957,11.5700,1.9916,28,28,37,7.9380,8.0250,2.8431,208,208,66,9.2224,9.0850,2.1508,38,38
POST00005642,50,11.6920,11.5800,0.9150,5,5,24,9.4243,9.1100,2.9853,7,7,0,10.5390,10.9900,2.0203,63,63,197,8.2164,8.3200,3.9729,11,11
POST00004769,218,9.8460,9.9900,1.4826,5,5,5,8.5988,9.0800,2.5991,24,24,41,9.8862,10.2100,2.2754,21,21,11,0.0000,0.0000,0.0000,0,0
POST00005357,259,9.8082,10.7300,2.5559,11,11,29,10.3421,10.7350,1.9455,14,14,222,10.3000,10.3000,0.0000,1,1,161,8.0852,7.7500,3.1218,27,27
POST00004966,90,7.2000,6.8200,2.9774,13,13,10,7.9909,8.8000,3.1637,23,23,167,7.8588,8.7300,3.0201,74,74,66,9.2224,9.0850,2.1508,38,38
POST00005099,33,9.7792,9.8350,1.9210,26,26,5,8.5988,9.0800,2.5991,24,24,39,7.6830,7.4800,3.0113,10,10,161,8.0852,7.7500,3.1218,27,27
POST00004172,1,7.8082,8.2500,3.3869,11,11,270,9.5545,10.3600,2.3867,11,11,229,10.4674,10.7700,1.9798,35,35,288,8.6645,10.7100,3.3536,11,11
POST00005479,224,8.6746,8.2550,2.4658,24,24,94,8.6332,9.5100,2.4938,25,25,17,7.1664,7.8050,2.8953,14,14,275,8.6376,9.2500,2.9849,29,29
POST00004767,171,9.0780,9.7100,2.5888,20,20,237,9.0813,9.4400,2.1313,23,23,158,7.9362,8.0950,2.6864,42,42,292,8.6620,8.6900,2.2645,5,5
POST00004365,24,5.1523,5.4550,1.5456,26,26,219,6.7771,7.0750,2.3218,14,14,48,5.1064,4.6100,2.8524,25,25,123,9.3179,10.0200,2.7701,28,28
POST00005427,292,6.7646,6.5100,3.1597,13,13,133,6.2433,6.1700,2.9128,45,45,263,8.3815,8.5300,2.6818,41,41,189,7.1808,7.3100,2.7269,12,12
POST00005597,0,10.9650,11.3100,2.0209,10,10,45,9.0205,9.5600,2.4547,57,57,248,9.5573,9.3000,1.3521,11,11,11,0.0000,0.0000,0.0000,0,0
POST00005166,117,9.1050,8.8250,1.0567,6,6,210,6.3855,6.4500,2.5190,11,11,137,0.0000,0.0000,0.0000,0,0,209,7.7968,7.7000,2.6671,22,22
POST00005684,66,10.7376,11.5500,2.5984,21,21,165,10.9957,11.5700,1.9916,28,28,0,10.5390,10.9900,2.0203,63,63,191,8.5394,8.9000,3.1352,35,35
POST00004630,193,5.9172,5.7250,2.9694,18,18,180,8.2882,7.9700,2.8746,11,11,289,7.7822,8.3000,2.2947,27,27,265,9.3919,9.4200,2.1402,27,27
POST00004289,137,8.6317,9.4150,3.1876,12,12,52,8.7471,8.6150,2.4389,14,14,53,7.1493,6.6300,3.0212,56,56,72,10.0684,10.7800,2.1827,19,19
POST00004792,167,8.9100,9.3500,3.2893,11,11,78,9.8500,10.5100,2.2536,10,10,212,7.0279,7.6500,2.8146,47,47,148,6.0511,6.0100,3.2556,18,18
POST00005410,11,8.0900,8.7050,2.7072,18,18,10,7.9909,8.8000,3.1637,23,23,37,7.9380,8.0250,2.8431,208,208,167,7.6300,9.0300,2.6252,5,5
POST00005474,129,9.7867,10.4200,1.2997,9,9,299,9.1567,8.5500,1.4314,6,6,135,6.7740,6.9300,2.4607,117,117,175,0.0000,0.0000,0.0000,0,0
POST00004960,283,8.4515,8.8600,2.0983,20,20,283,4.5550,4.4250,1.6248,4,4,77,7.8215,6.9500,2.2394,13,13,127,8.8096,9.3600,3.1667,23,23
POST00005800,171,9.0780,9.7100,2.5888,20,20,211,9.1242,9.5550,3.2667,12,12,219,8.2200,10.2200,3.4826,5,5,264,8.7885,9.1100,2.2452,20,20
POST00004135,151,10.5778,10.5700,1.7051,9,9,53,11.3864,11.9300,1.6985,11,11,32,8.5188,8.8200,2.2161,51,51,255,12.0750,12.0750,1.2940,2,2
POST00005295,219,8.1000,8.1000,0.3818,2,2,91,9.0378,10.1800,3.0452,68,68,40,10.7950,10.6000,1.1901,8,8,39,8.1068,8.3550,2.6948,22,22
POST00005896,175,10.5900,11.4600,2.7191,10,10,185,10.4200,11.7300,2.3698,10,10,155,10.0731,10.2800,1.9949,49,49,15,10.0000,10.5700,2.7783,17,17
POST00005026,51,9.4190,10.9450,4.0705,10,10,44,10.3200,10.9000,2.6645,11,11,147,6.4475,6.3400,2.6086,4,4,104,9.1060,8.4100,2.2865,15,15
POST00004152,249,8.9500,8.9800,3.3426,8,8,212,8.0742,8.1000,2.3784,19,19,172,8.5511,8.7700,2.3476,19,19,66,9.2224,9.0850,2.1508,38,38
POST00004351,37,8.3614,9.2200,2.9014,7,7,115,7.0516,6.6200,3.5399,25,25,49,10.8250,11.0350,1.5978,14,14,240,6.8064,6.3800,2.9804,25,25
POST00005542,156,8.5891,9.2900,2.6729,22,22,110,8.7781,10.0150,3.3102,26,26,24,8.9720,9.7000,1.5445,5,5,20,6.8867,8.8700,3.7958,3,3
POST00005017,120,8.9824,9.6600,2.4669,33,33,158,9.4550,9.8250,2.2902,8,8,37,7.9380,8.0250,2.8431,208,208,19,8.5625,8.7900,2.6544,32,32
POST00005263,41,7.0838,6.8550,3.0678,16,16,186,8.3052,8.6800,2.8566,33,33,173,7.0037,7.2500,3.2126,551,551,268,10.5560,10.1300,2.2779,5,5
POST00004800,250,6.4967,6.4200,1.8682,6,6,187,7.3889,7.1300,3.0926,19,19,135,6.7740,6.9300,2.4607,117,117,29,9.5722,10.4900,2.7429,9,9
POST00004570,11,8.0900,8.7050,2.7072,18,18,216,8.2811,8.2500,2.5707,18,18,80,7.7191,7.9000,2.7339,92,92,2,0.0000,0.0000,0.0000,0,0
POST00004593,117,9.1050,8.8250,1.0567,6,6,286,10.6900,10.6900,0.0000,1,1,173,7.0037,7.2500,3.2126,551,551,129,9.0900,9.0900,0.8627,2,2
POST00005864,285,5.5956,5.7300,2.4813,18,18,71,8.0353,8.3850,2.7736,38,38,175,8.0062,8.3400,2.9708,73,73,47,0.0000,0.0000,0.0000,0,0
POST00005416,184,9.6974,10.2000,2.6773,23,23,149,6.4407,6.1100,2.3464,14,14,173,7.0037,7.2500,3.2126,551,551,298,8.0667,8.4050,2.9319,24,24
POST00004925,275,7.3580,6.1400,2.5600,5,5,191,6.4133,6.2100,2.9756,15,15,175,8.0062,8.3400,2.9708,73,73,211,6.4920,5.6700,3.2979,10,10
POST00005105,98,9.1700,8.8200,1.1843,5,5,233,7.1621,6.4750,3.1829,42,42,242,7.3911,7.3900,2.4989,19,19,34,9.2400,9.7300,2.1635,17,17
POST00005343,160,8.8883,9.2250,1.8993,6,6,164,0.0000,0.0000,0.0000,0,0,110,6.9240,6.8000,2.6254,5,5,187,9.9500,9.8350,1.3289,10,10
POST00005385,62,6.5255,5.6900,2.8196,11,11,130,9.3260,10.1600,2.6082,15,15,189,9.1243,9.9300,2.4736,7,7,76,6.7719,6.5050,3.1032,16,16
POST00005870,240,7.9756,7.4900,3.2012,25,25,286,10.6900,10.6900,0.0000,1,1,211,6.4793,6.5400,3.1914,27,27,157,9.2344,10.2100,2.4095,16,16
POST00005362,124,8.9938,8.2700,2.4894,16,16,23,9.8413,10.1400,1.3929,16,16,163,9.0450,8.6900,1.4956,8,8,279,7.5788,7.5600,2.5674,17,17
POST00004460,167,8.9100,9.3500,3.2893,11,11,78,9.8500,10.5100,2.2536,10,10,240,7.4738,7.4900,2.9720,177,177,147,7.6523,8.3300,3.3390,26,26
POST00005460,26,9.0627,10.3200,2.7648,11,11,195,9.7329,10.4100,2.0213,17,17,173,7.0037,7.2500,3.2126,551,551,275,8.6376,9.2500,2.9849,29,29
POST00005274,55,9.9100,10.5300,2.8999,17,17,134,9.3180,10.7200,3.6560,15,15,173,7.0037,7.2500,3.2126,551,551,120,7.1447,6.5300,2.8912,15,15
POST00005029,34,8.3450,8.3450,4.8295,2,2,210,6.3855,6.4500,2.5190,11,11,125,9.8000,9.8000,0.0000,1,1,97,8.2269,8.1400,2.1386,29,29
POST00005112,285,5.5956,5.7300,2.4813,18,18,6,6.6538,6.1600,2.1776,13,13,109,8.4648,9.1700,2.4852,27,27,173,7.3360,7.2400,3.2180,42,42
POST00004812,289,8.2700,9.0800,2.8615,13,13,114,8.5113,8.4500,2.2842,23,23,175,8.0062,8.3400,2.9708,73,73,64,5.6809,5.2900,2.8513,11,11
POST00005606,294,10.0800,10.0800,1.2021,2,2,13,9.3895,9.6000,1.9818,20,20,252,8.7382,9.0900,2.5365,28,28,159,7.7294,8.6500,3.1648,36,36
POST00004866,86,8.2364,9.2800,2.9266,11,11,4,9.6054,9.6800,2.4206,28,28,229,10.4674,10.7700,1.9798,35,35,85,0.0000,0.0000,0.0000,0,0
POST00004306,229,9.9477,10.5900,2.4366,30,30,198,10.1492,10.6350,2.7999,12,12,37,7.9380,8.0250,2.8431,208,208,249,7.1400,7.4600,3.1890,19,19
POST00005948,181,10.3350,10.3350,0.7142,2,2,126,9.0550,8.9600,2.5110,14,14,237,10.2867,10.2700,0.6951,3,3,83,7.9477,7.8000,2.1029,40,40
POST00004256,190,9.3779,9.7500,2.5463,19,19,8,9.4210,9.6650,2.6752,42,42,156,0.0000,0.0000,0.0000,0,0,206,8.0260,8.2850,2.4078,20,20
POST00004958,123,9.3100,9.3100,0.2546,2,2,208,7.5066,7.9400,3.2007,29,29,33,7.8650,8.6600,2.0668,8,8,6,6.1408,5.3050,3.5164,12,12
POST00004647,73,7.6325,7.2300,2.7895,8,8,229,7.5500,8.1400,3.4127,15,15,143,8.0925,8.3200,1.9964,12,12,130,7.9323,8.1400,2.5892,31,31
POST00005655,125,8.2800,8.7600,2.6536,17,17,219,6.7771,7.0750,2.3218,14,14,272,9.1315,8.6050,2.1645,20,20,127,8.8096,9.3600,3.1667,23,23
POST00005027,18,8.9796,9.7500,2.2655,23,23,12,9.4533,10.2100,2.1458,21,21,273,10.8200,10.8200,2.9981,2,2,299,8.1971,9.9000,2.9224,24,24
POST00005148,208,11.3900,11.3900,0.0000,1,1,151,11.1671,11.1600,2.0605,7,7,136,7.2062,7.6200,1.9162,21,21,265,9.3919,9.4200,2.1402,27,27
POST00005851,279,9.0040,8.3900,2.7886,5,5,151,11.1671,11.1600,2.0605,7,7,179,7.9833,8.0900,2.8096,12,12,97,8.2269,8.1400,2.1386,29,29
POST00004918,221,3.9682,2.7600,2.6119,11,11,175,7.5150,8.4600,3.1030,10,10,173,7.0037,7.2500,3.2126,551,551,69,7.8389,8.1200,2.6549,38,38
POST00004464,248,8.7656,9.5750,2.1097,16,16,121,7.5718,7.7000,3.7782,11,11,235,8.2146,9.4100,2.7176,13,13,163,7.7015,8.9600,3.2102,13,13
POST00005709,164,8.1406,8.5200,2.5581,17,17,284,8.7294,8.9400,2.8059,17,17,171,8.0868,8.1050,2.9729,22,22,173,7.3360,7.2400,3.2180,42,42
POST00005102,252,6.8633,6.8100,0.4424,3,3,113,8.3407,8.3500,2.1161,15,15,103,7.6104,7.3900,2.3677,25,25,207,7.9282,8.2750,2.6668,28,28
POST00005281,296,8.2783,9.0000,2.7719,12,12,10,7.9909,8.8000,3.1637,23,23,80,7.7191,7.9000,2.7339,92,92,30,8.4257,9.1300,3.3873,14,14
POST00004396,200,8.9670,9.6700,2.4504,30,30,232,6.7600,6.3250,2.5614,38,38,291,9.1751,9.5700,2.3178,71,71,151,9.3718,10.0100,2.3917,40,40
POST00004338,227,8.4856,8.5450,2.8417,36,36,70,9.2457,9.9000,2.5642,40,40,171,8.0868,8.1050,2.9729,22,22,78,8.0750,8.9500,2.8410,10,10
POST00005332,137,8.6317,9.4150,3.1876,12,12,275,7.1335,7.3700,2.8158,23,23,62,7.2140,5.4000,3.7865,5,5,230,9.5537,9.7100,2.2172,19,19
POST00005468,210,8.3840,9.0400,3.5617,15,15,8,9.4210,9.6650,2.6752,42,42,254,8.6833,8.1300,2.5455,3,3,172,7.7414,8.1650,2.6974,14,14
POST00004267,240,7.9756,7.4900,3.2012,25,25,9,7.0267,6.6100,3.4231,15,15,164,5.4800,5.3600,1.7377,7,7,237,8.7154,9.6550,2.8392,24,24
POST00005936,140,7.2729,7.1500,2.0534,7,7,65,8.3179,8.8350,2.6396,28,28,119,8.7883,9.0000,2.0677,12,12,17,8.9421,9.1200,2.0841,28,28
POST00004986,106,8.9987,9.8500,2.8770,15,15,94,8.6332,9.5100,2.4938,25,25,173,7.0037,7.2500,3.2126,551,551,122,8.9985,9.6850,2.9635,20,20
POST00005068,31,5.5539,5.5600,1.9452,31,31,14,6.1557,5.3500,2.6355,23,23,275,7.4142,7.4800,2.8610,59,59,194,8.6586,9.2950,3.3467,14,14
POST00004920,176,8.0237,8.8800,3.2662,19,19,45,9.0205,9.5600,2.4547,57,57,135,6.7740,6.9300,2.4607,117,117,35,0.0000,0.0000,0.0000,0,0
POST00004543,136,10.5260,10.5700,0.4685,5,5,0,9.8451,10.3900,2.8506,35,35,22,8.9594,9.5200,2.6105,68,68,139,9.9721,9.6750,2.4116,14,14
POST00005485,173,8.8014,8.9000,2.4927,21,21,40,8.9044,8.8950,2.4435,18,18,228,10.1500,9.9800,1.3454,5,5,85,0.0000,0.0000,0.0000,0,0
POST00005519,204,8.5733,9.1250,3.0538,12,12,86,9.2875,9.7900,2.6469,24,24,0,10.5390,10.9900,2.0203,63,63,15,10.0000,10.5700,2.7783,17,17
POST00005276,135,8.3561,7.6450,3.1358,18,18,270,9.5545,10.3600,2.3867,11,11,266,8.4742,9.0400,2.7947,19,19,121,8.9357,9.4300,3.4268,14,14
POST00004650,73,7.6325,7.2300,2.7895,8,8,49,8.0800,7.9600,1.8405,6,6,224,0.0000,0.0000,0.0000,0,0,211,6.4920,5.6700,3.2979,10,10
POST00004405,202,8.2907,8.2400,2.1203,15,15,7,9.2722,9.7100,2.4864,27,27,53,7.1493,6.6300,3.0212,56,56,5,8.3744,9.7250,3.0050,18,18
POST00005299,9,6.9138,6.5850,2.3619,8,8,155,7.4900,7.2350,2.3649,34,34,24,8.9720,9.7000,1.5445,5,5,66,9.2224,9.0850,2.1508,38,38
POST00005608,67,6.4309,6.9100,3.2089,11,11,232,6.7600,6.3250,2.5614,38,38,37,7.9380,8.0250,2.8431,208,208,17,8.9421,9.1200,2.0841,28,28
POST00004249,77,7.6015,7.9400,2.5432,13,13,219,6.7771,7.0750,2.3218,14,14,144,11.5300,11.5300,0.0000,1,1,204,8.3570,8.4100,2.4246,23,23
POST00004708,194,7.6943,7.9700,1.5788,7,7,8,9.4210,9.6650,2.6752,42,42,173,7.0037,7.2500,3.2126,551,551,205,6.7839,6.7100,2.6107,18,18
POST00004391,152,9.6290,10.2500,1.8195,10,10,156,8.2022,8.2600,2.1207,23,23,252,8.7382,9.0900,2.5365,28,28,134,8.6836,8.9000,2.3289,14,14
POST00004976,18,8.9796,9.7500,2.2655,23,23,224,7.8133,7.5550,2.2298,12,12,32,8.5188,8.8200,2.2161,51,51,37,8.3861,8.9900,2.5505,36,36
POST00005676,136,10.5260,10.5700,0.4685,5,5,0,9.8451,10.3900,2.8506,35,35,155,10.0731,10.2800,1.9949,49,49,61,7.4810,7.9850,4.0187,10,10
POST00005863,99,9.0721,9.4200,2.1856,24,24,11,8.8628,9.4300,2.5187,29,29,289,7.7822,8.3000,2.2947,27,27,55,9.9110,10.3850,1.5705,10,10
POST00004949,213,8.5017,8.4650,1.6815,6,6,105,7.5819,7.7950,2.7212,16,16,74,7.4820,6.9100,2.2559,10,10,15,10.0000,10.5700,2.7783,17,17
POST00004017,256,8.9155,9.9400,3.7354,11,11,23,9.8413,10.1400,1.3929,16,16,116,9.0750,9.0750,0.3889,2,2,17,8.9421,9.1200,2.0841,28,28
POST00005403,221,3.9682,2.7600,2.6119,11,11,175,7.5150,8.4600,3.1030,10,10,240,7.4738,7.4900,2.9720,177,177,69,7.8389,8.1200,2.6549,38,38
POST00004542,94,3.9854,3.7600,1.6997,13,13,80,5.0812,4.3650,2.5245,16,16,37,7.9380,8.0250,2.8431,208,208,96,8.3417,9.4600,2.7079,29,29
POST00005885,279,9.0040,8.3900,2.7886,5,5,151,11.1671,11.1600,2.0605,7,7,175,8.0062,8.3400,2.9708,73,73,22,7.7262,7.4700,2.5040,47,47
POST00005256,293,8.2300,8.2300,0.0000,1,1,216,8.2811,8.2500,2.5707,18,18,158,7.9362,8.0950,2.6864,42,42,51,7.7885,8.2650,2.4256,34,34
POST00005393,105,6.2514,4.8800,3.3747,14,14,75,9.0934,9.2550,2.7294,32,32,100,8.5990,9.3200,2.6273,10,10,206,8.0260,8.2850,2.4078,20,20
POST00004132,192,7.0510,7.5250,2.9923,10,10,254,7.7033,7.1700,2.3066,15,15,175,8.0062,8.3400,2.9708,73,73,205,6.7839,6.7100,2.6107,18,18
POST00005088,275,7.3580,6.1400,2.5600,5,5,158,9.4550,9.8250,2.2902,8,8,37,7.9380,8.0250,2.8431,208,208,143,7.9445,8.2750,2.8130,20,20
POST00005702,11,8.0900,8.7050,2.7072,18,18,13,9.3895,9.6000,1.9818,20,20,100,8.5990,9.3200,2.6273,10,10,162,9.2767,9.9600,2.0421,12,12
POST00005710,32,9.0006,9.0500,2.9079,31,31,165,10.9957,11.5700,1.9916,28,28,205,7.6188,7.4800,2.3358,17,17,39,8.1068,8.3550,2.6948,22,22
POST00005692,96,8.2962,8.6300,2.6534,21,21,275,7.1335,7.3700,2.8158,23,23,291,9.1751,9.5700,2.3178,71,71,53,8.8925,9.5300,2.7960,8,8
POST00005589,122,8.0853,8.1500,2.5878,17,17,235,8.5953,9.3400,3.6824,19,19,129,8.1050,8.3150,2.9474,6,6,27,8.1646,8.7200,3.3648,24,24
POST00005315,15,10.9906,11.3400,1.7332,16,16,211,9.1242,9.5550,3.2667,12,12,275,7.4142,7.4800,2.8610,59,59,287,8.4527,8.9350,3.0695,22,22
POST00004510,172,6.9933,7.3600,2.2578,12,12,7,9.2722,9.7100,2.4864,27,27,37,7.9380,8.0250,2.8431,208,208,113,8.2536,8.0400,2.9277,11,11
POST00004523,185,7.2375,6.8800,2.8149,12,12,99,8.0739,8.3250,2.7396,38,38,37,7.9380,8.0250,2.8431,208,208,100,7.5808,10.1400,4.5847,12,12
POST00004816,201,10.7742,11.7000,3.0171,12,12,203,9.5767,10.8250,3.6003,12,12,9,6.0633,7.3900,3.4094,3,3,73,7.2350,8.0850,3.2275,4,4
POST00004782,3,7.6155,8.1550,3.0895,20,20,43,8.7005,9.8600,2.5215,21,21,123,0.0000,0.0000,0.0000,0,0,190,9.9114,9.7100,1.5191,7,7
POST00004546,162,8.2142,8.4200,2.4059,19,19,10,7.9909,8.8000,3.1637,23,23,29,8.3200,8.7350,2.5137,30,30,252,9.0961,9.5600,2.5233,18,18
POST00006000,59,4.1940,4.1850,1.9207,10,10,83,6.1043,6.0500,3.0698,7,7,220,10.0200,10.0950,0.6686,4,4,182,6.3375,5.7050,3.1295,4,4
POST00004698,165,9.4384,10.3000,2.5050,25,25,4,9.6054,9.6800,2.4206,28,28,70,7.8922,8.4500,2.7427,73,73,112,7.9638,8.2300,2.8802,29,29
POST00005197,296,8.2783,9.0000,2.7719,12,12,293,8.4845,8.9300,2.5590,20,20,32,8.5188,8.8200,2.2161,51,51,188,8.3964,8.4200,3.7004,11,11
POST00005707,200,8.9670,9.6700,2.4504,30,30,213,5.5300,5.1600,3.9680,3,3,53,7.1493,6.6300,3.0212,56,56,4,7.4843,7.3200,2.6708,28,28
POST00005977,85,8.5469,9.0900,2.9821,16,16,200,10.4778,10.1000,1.4324,9,9,291,9.1751,9.5700,2.3178,71,71,177,8.1684,8.4300,2.7681,19,19
POST00004877,224,8.6746,8.2550,2.4658,24,24,123,8.2181,8.2600,2.0046,21,21,245,7.2367,6.9200,2.7513,18,18,93,8.8540,10.9000,4.0375,5,5
POST00005850,145,7.7004,7.6150,2.6996,26,26,113,8.3407,8.3500,2.1161,15,15,30,10.7155,10.9000,1.4748,33,33,271,9.5840,9.9200,1.6486,15,15
POST00004811,148,10.7718,10.7700,0.5177,11,11,7,9.2722,9.7100,2.4864,27,27,268,10.2160,10.0900,1.8416,15,15,247,9.5757,10.0400,2.5539,21,21
POST00005424,206,7.8857,8.0800,2.5223,23,23,8,9.4210,9.6650,2.6752,42,42,135,6.7740,6.9300,2.4607,117,117,287,8.4527,8.9350,3.0695,22,22
POST00005430,214,5.4975,5.7800,2.4381,12,12,177,7.6550,8.0800,2.5260,26,26,191,7.9661,8.4550,2.5212,18,18,66,9.2224,9.0850,2.1508,38,38
POST00005515,135,8.3561,7.6450,3.1358,18,18,91,9.0378,10.1800,3.0452,68,68,173,7.0037,7.2500,3.2126,551,551,23,7.5660,7.5400,3.2115,15,15
POST00005984,193,5.9172,5.7250,2.9694,18,18,115,7.0516,6.6200,3.5399,25,25,135,6.7740,6.9300,2.4607,117,117,268,10.5560,10.1300,2.2779,5,5
POST00005006,13,9.8289,10.1200,2.5959,19,19,91,9.0378,10.1800,3.0452,68,68,0,10.5390,10.9900,2.0203,63,63,55,9.9110,10.3850,1.5705,10,10
POST00005857,84,8.6000,9.1200,2.9268,20,20,259,8.6889,9.7800,2.8736,19,19,37,7.9380,8.0250,2.8431,208,208,263,7.6560,9.4700,3.3996,5,5
POST00004572,15,10.9906,11.3400,1.7332,16,16,208,7.5066,7.9400,3.2007,29,29,292,8.1544,8.0950,2.6865,126,126,6,6.1408,5.3050,3.5164,12,12
POST00004556,36,6.5627,6.1700,2.7299,15,15,193,8.2947,8.3650,2.4029,38,38,171,8.0868,8.1050,2.9729,22,22,122,8.9985,9.6850,2.9635,20,20
POST00004083,56,7.0229,7.0700,2.9034,24,24,113,8.3407,8.3500,2.1161,15,15,292,8.1544,8.0950,2.6865,126,126,207,7.9282,8.2750,2.6668,28,28
POST00004071,22,7.8715,7.9600,3.0111,13,13,143,8.3795,9.4150,3.5592,20,20,103,7.6104,7.3900,2.3677,25,25,136,9.3900,9.5800,1.7140,4,4
POST00005677,47,8.6644,9.7050,2.2524,16,16,108,8.9791,9.8700,2.6708,11,11,37,7.9380,8.0250,2.8431,208,208,78,8.0750,8.9500,2.8410,10,10
POST00005052,171,9.0780,9.7100,2.5888,20,20,124,7.0452,6.6700,2.4794,25,25,206,8.0871,9.2700,3.6343,7,7,122,8.9985,9.6850,2.9635,20,20
POST00004315,145,7.7004,7.6150,2.6996,26,26,113,8.3407,8.3500,2.1161,15,15,70,7.8922,8.4500,2.7427,73,73,207,7.9282,8.2750,2.6668,28,28
POST00004658,90,7.2000,6.8200,2.9774,13,13,83,6.1043,6.0500,3.0698,7,7,167,7.8588,8.7300,3.0201,74,74,98,8.6660,9.9750,3.0256,10,10
POST00005402,47,8.6644,9.7050,2.2524,16,16,182,4.2950,4.2950,1.6758,2,2,178,7.8933,10.5500,5.2824,3,3,200,6.9729,6.1300,3.1265,21,21
POST00004609,127,8.2364,8.3800,2.5438,11,11,150,8.9213,9.7100,2.6593,15,15,85,8.8757,8.6200,1.7894,7,7,289,8.8200,9.6000,3.0584,19,19
POST00005059,44,8.3739,8.9600,3.2887,23,23,157,8.5102,9.4100,3.1381,41,41,292,8.1544,8.0950,2.6865,126,126,217,9.9853,11.1000,3.1434,17,17
POST00004620,193,5.9172,5.7250,2.9694,18,18,115,7.0516,6.6200,3.5399,25,25,292,8.1544,8.0950,2.6865,126,126,265,9.3919,9.4200,2.1402,27,27
POST00005000,278,7.7786,8.8250,3.2377,14,14,121,7.5718,7.7000,3.7782,11,11,212,7.0279,7.6500,2.8146,47,47,266,8.7018,9.0350,2.4003,22,22
POST00005448,296,8.2783,9.0000,2.7719,12,12,126,9.0550,8.9600,2.5110,14,14,238,11.6240,12.1900,1.0747,5,5,30,8.4257,9.1300,3.3873,14,14
POST00005463,15,10.9906,11.3400,1.7332,16,16,211,9.1242,9.5550,3.2667,12,12,173,7.0037,7.2500,3.2126,551,551,129,9.0900,9.0900,0.8627,2,2
POST00004605,182,6.2767,6.0300,2.9898,6,6,208,7.5066,7.9400,3.2007,29,29,167,7.8588,8.7300,3.0201,74,74,77,7.6969,7.9100,2.7805,13,13
POST00005406,193,5.9172,5.7250,2.9694,18,18,9,7.0267,6.6100,3.4231,15,15,63,8.2053,8.3000,2.4422,19,19,112,7.9638,8.2300,2.8802,29,29
POST00005587,258,8.2650,8.5050,2.7817,10,10,286,10.6900,10.6900,0.0000,1,1,80,7.7191,7.9000,2.7339,92,92,181,8.2729,8.1800,1.7983,7,7
POST00004229,182,6.2767,6.0300,2.9898,6,6,157,8.5102,9.4100,3.1381,41,41,279,10.8562,10.9800,1.8521,29,29,176,8.1603,8.7500,2.8496,33,33
POST00004053,57,9.3670,9.2300,2.2881,10,10,5,8.5988,9.0800,2.5991,24,24,80,7.7191,7.9000,2.7339,92,92,80,7.7870,8.1750,2.4367,20,20
POST00005319,22,7.8715,7.9600,3.0111,13,13,269,7.1845,7.3000,1.9220,20,20,289,7.7822,8.3000,2.2947,27,27,289,8.8200,9.6000,3.0584,19,19
POST00005930,190,9.3779,9.7500,2.5463,19,19,133,6.2433,6.1700,2.9128,45,45,266,8.4742,9.0400,2.7947,19,19,219,0.0000,0.0000,0.0000,0,0
